USAF,WBAN,YR--MODAHRMN,DIR,SPD,GUS,CLG,SKC,L,M,H,VSB,MW,MW,MW,MW,AW,AW,AW,AW,W,TEMP,DEWP,SLP,ALT,STP,MAX,MIN,PCP01,PCP06,PCP24,PCPXX,SD
028450,99999,201705082320,350,13,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,28,21,******,30.00,******,***,***,*****,*****,*****,*****,**
028450,99999,201705082350,340,13,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,27,21,******,30.00,******,***,***,*****,*****,*****,*****,**
028450,99999,201705090000,327,8,13,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,8,28,21,1017.9,*****,992.4,***,***,*****,*****,*****,*****,26
028450,99999,201705090020,350,11,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,27,21,******,30.00,******,***,***,*****,*****,*****,*****,**
028450,99999,201705090050,340,13,***,75,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,28,21,******,30.00,******,***,***,*****,*****,*****,*****,**
028450,99999,201705090100,332,7,12,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,28,21,1017.8,*****,992.3,***,***,*****,*****,*****,*****,26
028450,99999,201705090120,340,10,***,30,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,28,21,******,30.00,******,***,***,*****,*****,*****,*****,**
028450,99999,201705090150,340,9,***,32,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,27,21,******,30.00,******,***,***,*****,*****,*****,*****,**
028450,99999,201705090200,326,8,14,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,28,21,1017.6,*****,992.1,***,***,*****,*****,*****,*****,26
028450,99999,201705090220,340,10,***,75,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,27,21,******,29.97,******,***,***,*****,*****,*****,*****,**
028450,99999,201705090250,340,10,***,65,***,*,*,*,6.2,**,**,**,**,71,**,**,**,*,27,21,******,30.00,******,***,***,*****,*****,*****,*****,**
028450,99999,201705090300,330,7,12,***,***,*,*,*,4.8,**,**,**,**,71,**,**,**,7,28,22,1017.5,*****,992.0,***,***,*****,*****,*****,*****,26
028450,99999,201705090320,350,10,***,25,***,*,*,*,6.2,**,**,**,**,71,**,**,**,*,27,21,******,29.97,******,***,***,*****,*****,*****,*****,**
028450,99999,201705090350,350,10,***,34,***,*,*,*,3.8,**,**,**,**,71,**,**,**,*,27,21,******,29.97,******,***,***,*****,*****,*****,*****,**
028450,99999,201705090400,344,6,***,***,***,*,*,*,1.5,**,**,**,**,71,**,**,**,*,28,23,1017.3,*****,991.8,***,***,*****,*****,*****,*****,26
028450,99999,201705090420,360,10,***,18,***,*,*,*,1.1,71,**,**,**,**,**,**,**,*,27,23,******,29.97,******,***,***,*****,*****,*****,*****,**
028450,99999,201705090450,360,9,***,40,***,*,*,*,1.9,85,**,**,**,**,**,**,**,*,27,23,******,29.97,******,***,***,*****,*****,*****,*****,**
028450,99999,201705090500,338,6,***,***,***,*,*,*,2.4,**,**,**,**,71,**,**,**,*,28,25,1017.1,*****,991.6,***,***,*****,*****,*****,*****,26
028450,99999,201705090520,350,8,***,45,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,27,23,******,29.97,******,***,***,*****,*****,*****,*****,**
028450,99999,201705090550,350,8,***,75,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,28,23,******,29.97,******,***,***,*****,*****,*****,*****,**
028450,99999,201705090600,344,7,13,***,BKN,*,*,*,31.2,02,**,**,**,**,**,**,**,8,30,25,1016.7,*****,991.4,31,27,*****,*****,*****,*****,26
028450,99999,201705090620,350,11,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,30,23,******,29.97,******,***,***,*****,*****,*****,*****,**
028450,99999,201705090650,360,9,21,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,32,23,******,29.97,******,***,***,*****,*****,*****,*****,**
028450,99999,201705090700,305,9,12,***,***,*,*,*,31.1,**,**,**,**,00,**,**,**,*,32,24,1016.2,*****,991.0,***,***,*****,*****,*****,*****,26
028450,99999,201705090720,330,8,***,30,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,32,21,******,29.94,******,***,***,*****,*****,*****,*****,**
028450,99999,201705090750,330,10,***,30,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,32,19,******,29.94,******,***,***,*****,*****,*****,*****,**
028450,99999,201705090800,334,8,19,***,***,*,*,*,28.4,**,**,**,**,00,**,**,**,*,34,22,1015.9,*****,990.8,***,***,*****,*****,*****,*****,26
028450,99999,201705090820,360,13,***,50,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,32,19,******,29.94,******,***,***,*****,*****,*****,*****,**
028450,99999,201705090850,360,10,***,30,***,*,*,*,6.2,16,**,**,**,**,**,**,**,*,32,21,******,29.94,******,***,***,*****,*****,*****,*****,**
028450,99999,201705090900,028,11,16,***,BKN,*,*,*,31.2,26,**,**,**,**,**,**,**,8,34,19,1015.7,*****,990.7,***,***,*****,*****,*****,*****,26
028450,99999,201705090920,040,11,***,38,***,*,*,*,6.2,85,**,**,**,**,**,**,**,*,34,19,******,29.94,******,***,***,*****,*****,*****,*****,**
028450,99999,201705090950,350,10,***,55,***,*,*,*,6.2,16,**,**,**,**,**,**,**,*,34,21,******,29.94,******,***,***,*****,*****,*****,*****,**
028450,99999,201705091000,010,9,12,***,***,*,*,*,28.9,**,**,**,**,24,**,**,**,*,35,20,1015.6,*****,990.5,***,***,*****,*****,*****,*****,26
028450,99999,201705091020,030,14,***,30,***,*,*,*,6.2,16,**,**,**,**,**,**,**,*,34,21,******,29.94,******,***,***,*****,*****,*****,*****,**
028450,99999,201705091050,060,11,***,42,***,*,*,*,6.2,16,**,**,**,**,**,**,**,*,34,23,******,29.94,******,***,***,*****,*****,*****,*****,**
028450,99999,201705091100,032,8,15,***,***,*,*,*,24.6,**,**,**,**,00,**,**,**,*,35,21,1015.2,*****,990.2,***,***,*****,*****,*****,*****,26
028450,99999,201705091120,030,13,***,42,***,*,*,*,6.2,16,**,**,**,**,**,**,**,*,34,19,******,29.94,******,***,***,*****,*****,*****,*****,**
028450,99999,201705091150,030,8,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,36,19,******,29.91,******,***,***,*****,*****,*****,*****,**
028450,99999,201705091200,023,7,***,722,SCT,*,*,*,31.2,15,**,**,**,**,**,**,**,8,37,17,1014.6,*****,989.7,***,***,*****,*****,*****,*****,26
028450,99999,201705091220,010,7,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,36,21,******,29.91,******,***,***,*****,*****,*****,*****,**
028450,99999,201705091250,040,18,***,55,***,*,*,*,3.8,**,**,**,**,85,**,**,**,*,34,21,******,29.91,******,***,***,*****,*****,*****,*****,**
028450,99999,201705091300,040,9,18,***,***,*,*,*,15.6,**,**,**,**,85,**,**,**,*,35,20,1014.7,*****,989.6,***,***,*****,*****,*****,*****,26
028450,99999,201705091320,990,3,***,95,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,36,19,******,29.91,******,***,***,*****,*****,*****,*****,**
028450,99999,201705091350,060,9,24,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,36,23,******,29.91,******,***,***,*****,*****,*****,*****,**
028450,99999,201705091400,032,14,24,***,***,*,*,*,1.1,**,**,**,**,85,**,**,**,*,33,25,1014.7,*****,989.6,***,***,*****,*****,*****,*****,25
028450,99999,201705091420,990,5,***,25,***,*,*,*,6.2,**,**,**,**,85,**,**,**,*,34,25,******,29.91,******,***,***,*****,*****,*****,*****,**
028450,99999,201705091450,060,13,***,65,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,34,25,******,29.91,******,***,***,*****,*****,*****,*****,**
028450,99999,201705091500,055,8,11,***,***,*,*,*,30.7,**,**,**,**,24,**,**,**,8,34,23,1014.1,*****,989.1,***,***,*****,*****,*****,*****,26
028450,99999,201705091520,050,6,***,220,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,36,23,******,29.88,******,***,***,*****,*****,*****,*****,**
028450,99999,201705091550,040,17,***,36,***,*,*,*,1.4,**,**,**,**,71,**,**,**,*,30,28,******,29.91,******,***,***,*****,*****,*****,*****,**
028450,99999,201705091600,027,12,18,***,***,*,*,*,0.5,**,**,**,**,67,**,**,**,*,31,27,1014.3,*****,989.1,***,***,*****,*****,*****,*****,25
028450,99999,201705091620,040,8,***,55,***,*,*,*,6.2,**,**,**,**,85,**,**,**,*,32,25,******,29.88,******,***,***,*****,*****,*****,*****,**
028450,99999,201705091650,040,7,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,34,25,******,29.88,******,***,***,*****,*****,*****,*****,**
028450,99999,201705091700,025,8,12,***,***,*,*,*,29.1,**,**,**,**,00,**,**,**,*,34,26,1014.0,*****,989.0,***,***,*****,*****,*****,*****,25
028450,99999,201705091720,100,8,***,***,***,*,*,*,6.2,**,**,**,**,41,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
028450,99999,201705091750,040,9,***,55,***,*,*,*,1.3,**,**,**,**,10,**,**,**,*,32,28,******,29.88,******,***,***,*****,*****,*****,*****,**
028450,99999,201705091800,024,8,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,8,32,27,1014.1,*****,988.9,39,30,*****,*****,*****,*****,25
028450,99999,201705091820,020,8,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,32,27,******,29.88,******,***,***,*****,*****,*****,*****,**
028450,99999,201705091850,030,7,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,32,27,******,29.88,******,***,***,*****,*****,*****,*****,**
028450,99999,201705091900,006,5,***,***,***,*,*,*,27.3,**,**,**,**,00,**,**,**,*,31,26,1014.1,*****,988.9,***,***,*****,*****,*****,*****,25
028450,99999,201705091920,020,9,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,30,23,******,29.88,******,***,***,*****,*****,*****,*****,**
028450,99999,201705091950,040,9,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,30,23,******,29.88,******,***,***,*****,*****,*****,*****,**
028450,99999,201705092000,034,9,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,30,24,1014.2,*****,988.9,***,***,*****,*****,*****,*****,25
028450,99999,201705092020,040,8,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,28,23,******,29.88,******,***,***,*****,*****,*****,*****,**
028450,99999,201705092050,040,8,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,28,23,******,29.88,******,***,***,*****,*****,*****,*****,**
028450,99999,201705092100,022,7,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,0,29,24,1014.2,*****,988.9,***,***,*****,*****,*****,*****,25
028450,99999,201705092120,030,8,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,28,23,******,29.88,******,***,***,*****,*****,*****,*****,**
028450,99999,201705092150,040,9,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,27,23,******,29.88,******,***,***,*****,*****,*****,*****,**
028450,99999,201705092200,025,8,***,***,***,*,*,*,30.9,**,**,**,**,00,**,**,**,*,28,24,1014.2,*****,988.9,***,***,*****,*****,*****,*****,25
028450,99999,201705092220,040,9,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,27,23,******,29.88,******,***,***,*****,*****,*****,*****,**
028450,99999,201705092250,030,8,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,27,23,******,29.88,******,***,***,*****,*****,*****,*****,**
028450,99999,201705092300,021,6,***,***,***,*,*,*,27.2,**,**,**,**,00,**,**,**,*,28,24,1014.3,*****,988.8,***,***,*****,*****,*****,*****,25
028450,99999,201705092320,030,9,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,27,23,******,29.88,******,***,***,*****,*****,*****,*****,**
028450,99999,201705092350,030,8,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,27,23,******,29.88,******,***,***,*****,*****,*****,*****,**
028450,99999,201705100000,019,7,***,***,***,*,*,*,30.1,**,**,**,**,00,**,**,**,0,27,24,1014.0,*****,988.6,***,***,*****,*****,*****,*****,25
028450,99999,201705100020,030,8,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,27,23,******,29.88,******,***,***,*****,*****,*****,*****,**
028450,99999,201705100050,030,10,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,27,23,******,29.88,******,***,***,*****,*****,*****,*****,**
028450,99999,201705100100,024,8,***,***,***,*,*,*,30.6,**,**,**,**,00,**,**,**,*,27,24,1013.9,*****,988.5,***,***,*****,*****,*****,*****,26
028450,99999,201705100120,030,9,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,27,23,******,29.88,******,***,***,*****,*****,*****,*****,**
028450,99999,201705100150,030,9,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,28,25,******,29.88,******,***,***,*****,*****,*****,*****,**
028450,99999,201705100200,023,9,13,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,28,25,1013.8,*****,988.4,***,***,*****,*****,*****,*****,26
028450,99999,201705100220,030,11,***,47,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,28,25,******,29.88,******,***,***,*****,*****,*****,*****,**
028450,99999,201705100250,020,10,***,47,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,28,25,******,29.88,******,***,***,*****,*****,*****,*****,**
028450,99999,201705100300,019,8,***,***,***,*,*,*,20.6,**,**,**,**,41,**,**,**,4,29,25,1013.7,*****,988.3,***,***,*****,*****,*****,*****,26
028450,99999,201705100320,020,10,***,36,***,*,*,*,6.2,**,**,**,**,71,**,**,**,*,28,25,******,29.88,******,***,***,*****,*****,*****,*****,**
028450,99999,201705100350,030,10,***,22,***,*,*,*,6.2,**,**,**,**,71,**,**,**,*,28,25,******,29.88,******,***,***,*****,*****,*****,*****,**
028450,99999,201705100400,020,8,11,***,***,*,*,*,1.1,**,**,**,**,71,**,**,**,*,29,26,1013.5,*****,988.2,***,***,*****,*****,*****,*****,26
028450,99999,201705100420,030,10,***,32,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,28,27,******,29.88,******,***,***,*****,*****,*****,*****,**
028450,99999,201705100450,040,11,***,10,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,30,25,******,29.85,******,***,***,*****,*****,*****,*****,**
028450,99999,201705100500,018,9,***,***,***,*,*,*,29.0,**,**,**,**,24,**,**,**,*,30,25,1013.2,*****,987.9,***,***,*****,*****,*****,*****,26
028450,99999,201705100520,020,14,***,13,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,28,25,******,29.85,******,***,***,*****,*****,*****,*****,**
028450,99999,201705100550,020,11,***,35,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,30,25,******,29.85,******,***,***,*****,*****,*****,*****,**
028450,99999,201705100600,017,9,13,722,SCT,*,*,*,31.2,01,**,**,**,**,**,**,**,8,30,23,1013.0,*****,987.8,32,27,*****,*****,*****,*****,26
028450,99999,201705100620,030,11,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,30,23,******,29.85,******,***,***,*****,*****,*****,*****,**
028450,99999,201705100650,020,13,***,32,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,30,23,******,29.85,******,***,***,*****,*****,*****,*****,**
028450,99999,201705100700,009,9,14,***,***,*,*,*,18.9,**,**,**,**,00,**,**,**,*,31,24,1012.8,*****,987.6,***,***,*****,*****,*****,*****,26
028450,99999,201705100720,010,11,***,20,***,*,*,*,6.2,16,**,**,**,**,**,**,**,*,30,23,******,29.85,******,***,***,*****,*****,*****,*****,**
028450,99999,201705100750,360,13,***,27,***,*,*,*,6.2,16,**,**,**,**,**,**,**,*,30,25,******,29.85,******,***,***,*****,*****,*****,*****,**
028450,99999,201705100800,027,12,17,***,***,*,*,*,13.1,**,**,**,**,24,**,**,**,*,32,23,1012.4,*****,987.3,***,***,*****,*****,*****,*****,26
028450,99999,201705100820,040,13,***,25,***,*,*,*,6.2,85,**,**,**,**,**,**,**,*,30,25,******,29.85,******,***,***,*****,*****,*****,*****,**
028450,99999,201705100850,020,9,***,40,***,*,*,*,6.2,16,**,**,**,**,**,**,**,*,32,23,******,29.83,******,***,***,*****,*****,*****,*****,**
028450,99999,201705100900,024,11,17,***,BKN,*,*,*,12.5,85,**,**,**,**,**,**,**,8,33,23,1012.1,*****,987.0,***,***,*****,*****,*****,*****,26
028450,99999,201705100920,040,13,***,25,***,*,*,*,1.2,86,**,**,**,**,**,**,**,*,32,25,******,29.83,******,***,***,*****,*****,*****,*****,**
028450,99999,201705100950,030,5,***,40,***,*,*,*,6.2,16,**,**,**,**,**,**,**,*,32,23,******,29.83,******,***,***,*****,*****,*****,*****,**
028450,99999,201705101000,015,9,16,***,***,*,*,*,22.7,**,**,**,**,24,**,**,**,*,32,23,1011.8,*****,986.7,***,***,*****,*****,*****,*****,26
028450,99999,201705101020,050,11,***,53,***,*,*,*,6.2,16,**,**,**,**,**,**,**,*,32,23,******,29.83,******,***,***,*****,*****,*****,*****,**
028450,99999,201705101050,060,11,***,45,***,*,*,*,6.2,16,**,**,**,**,**,**,**,*,32,21,******,29.83,******,***,***,*****,*****,*****,*****,**
028450,99999,201705101100,005,12,19,***,***,*,*,*,20.1,**,**,**,**,21,**,**,**,*,33,22,1011.5,*****,986.5,***,***,*****,*****,*****,*****,26
028450,99999,201705101120,030,14,***,50,***,*,*,*,6.2,16,**,**,**,**,**,**,**,*,32,23,******,29.83,******,***,***,*****,*****,*****,*****,**
028450,99999,201705101150,060,11,***,50,***,*,*,*,6.2,16,**,**,**,**,**,**,**,*,32,19,******,29.83,******,***,***,*****,*****,*****,*****,**
028450,99999,201705101200,046,12,19,***,BKN,*,*,*,12.5,15,**,**,**,**,**,**,**,8,34,21,1011.3,*****,986.3,***,***,*****,*****,*****,*****,26
028450,99999,201705101220,040,16,***,***,***,*,*,*,6.2,**,**,**,**,41,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
028450,99999,201705101250,040,8,***,46,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,32,19,******,29.83,******,***,***,*****,*****,*****,*****,**
028450,99999,201705101300,041,12,19,***,***,*,*,*,26.3,**,**,**,**,24,**,**,**,*,35,20,1011.1,*****,986.2,***,***,*****,*****,*****,*****,26
028450,99999,201705101320,020,11,***,27,***,*,*,*,5.6,**,**,**,**,85,**,**,**,*,32,23,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705101350,020,13,***,27,***,*,*,*,3.1,**,**,**,**,85,**,**,**,*,32,23,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705101400,031,13,21,***,***,*,*,*,27.6,**,**,**,**,24,**,**,**,*,32,21,1011.1,*****,986.1,***,***,*****,*****,*****,*****,26
028450,99999,201705101420,050,16,***,45,***,*,*,*,6.2,**,**,**,**,85,**,**,**,*,32,23,******,29.83,******,***,***,*****,*****,*****,*****,**
028450,99999,201705101450,990,10,***,44,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,32,19,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705101500,052,14,22,***,***,*,*,*,14.6,**,**,**,**,80,**,**,**,8,32,21,1011.1,*****,986.0,***,***,*****,*****,*****,*****,25
028450,99999,201705101520,060,9,***,44,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,32,21,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705101550,990,14,***,47,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,32,18,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705101600,024,14,19,***,***,*,*,*,30.1,**,**,**,**,00,**,**,**,*,32,15,1011.0,*****,985.9,***,***,*****,*****,*****,*****,25
028450,99999,201705101620,030,13,***,60,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,32,18,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705101650,030,16,***,38,***,*,*,*,5.0,**,**,**,**,71,**,**,**,*,30,21,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705101700,007,7,***,***,***,*,*,*,31.2,**,**,**,**,85,**,**,**,*,31,20,1010.9,*****,985.8,***,***,*****,*****,*****,*****,26
028450,99999,201705101720,020,9,***,150,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,30,18,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705101750,040,13,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,30,18,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705101800,051,10,14,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,8,31,16,1010.9,*****,985.7,35,30,*****,*****,*****,*****,26
028450,99999,201705101820,050,7,***,150,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,30,18,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705101850,040,8,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,28,18,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705101900,026,7,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,29,16,1010.9,*****,985.7,***,***,*****,*****,*****,*****,26
028450,99999,201705101920,030,8,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,28,16,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705101950,030,10,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,28,18,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705102000,020,8,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,28,18,1010.9,*****,985.7,***,***,*****,*****,*****,*****,26
028450,99999,201705102020,030,10,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,27,19,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705102050,030,9,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,27,19,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705102100,033,9,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,0,27,19,1011.0,*****,985.7,***,***,*****,*****,*****,*****,26
028450,99999,201705102120,040,9,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,27,19,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705102150,040,7,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,25,19,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705102200,026,6,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,26,20,1011.2,*****,985.8,***,***,*****,*****,*****,*****,26
028450,99999,201705102220,020,7,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,27,19,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705102250,010,6,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,25,19,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705102300,342,4,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,25,19,1011.4,*****,985.9,***,***,*****,*****,*****,*****,26
028450,99999,201705102320,360,8,***,160,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,25,19,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705102350,040,8,***,37,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,25,19,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705110000,027,7,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,0,25,19,1011.3,*****,985.8,***,***,*****,*****,*****,*****,26
028450,99999,201705110020,030,8,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,25,19,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705110050,040,8,***,90,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,25,19,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705110100,035,7,***,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,25,19,1011.1,*****,985.7,***,***,*****,*****,*****,*****,26
028450,99999,201705110120,050,9,***,80,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,25,19,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705110150,050,9,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,25,19,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705110200,043,9,13,***,***,*,*,*,31.2,**,**,**,**,00,**,**,**,*,25,19,1011.2,*****,985.7,***,***,*****,*****,*****,*****,26
028450,99999,201705110220,040,9,***,55,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,25,19,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705110250,040,9,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,25,19,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705110300,023,8,***,***,***,*,*,*,31.2,**,**,**,**,24,**,**,**,8,26,19,1011.2,*****,985.8,***,***,*****,*****,*****,*****,26
028450,99999,201705110320,040,10,***,722,CLR,*,*,*,6.2,**,**,**,**,40,**,**,**,*,25,19,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705110350,030,11,***,28,***,*,*,*,6.2,**,**,**,**,71,**,**,**,*,25,19,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705110400,028,11,15,***,***,*,*,*,15.6,**,**,**,**,85,**,**,**,*,26,19,1011.1,*****,985.7,***,***,*****,*****,*****,*****,26
028450,99999,201705110420,040,13,***,200,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,25,19,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705110450,030,11,***,200,***,*,*,*,6.2,16,**,**,**,**,**,**,**,*,25,19,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705110500,034,10,14,***,***,*,*,*,15.3,**,**,**,**,85,**,**,**,*,26,19,1011.2,*****,985.8,***,***,*****,*****,*****,*****,26
028450,99999,201705110520,040,11,***,30,***,*,*,*,6.2,85,**,**,**,**,**,**,**,*,27,19,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705110550,020,11,***,31,***,*,*,*,6.2,85,**,**,**,**,**,**,**,*,27,18,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705110600,040,11,16,***,BKN,*,*,*,9.4,85,**,**,**,**,**,**,**,8,27,18,1011.1,*****,985.8,31,25,*****,*****,*****,*****,26
028450,99999,201705110620,040,9,***,33,***,*,*,*,6.2,85,**,**,**,**,**,**,**,*,27,18,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705110650,040,10,***,30,***,*,*,*,6.2,85,**,**,**,**,**,**,**,*,28,19,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705110700,021,8,***,***,***,*,*,*,18.8,**,**,**,**,85,**,**,**,*,28,19,1011.2,*****,985.8,***,***,*****,*****,*****,*****,26
028450,99999,201705110720,030,11,***,200,***,*,*,*,6.2,16,**,**,**,**,**,**,**,*,27,19,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705110750,040,10,***,32,***,*,*,*,6.2,85,**,**,**,**,**,**,**,*,28,21,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705110800,348,7,13,***,***,*,*,*,14.0,**,**,**,**,81,**,**,**,*,29,21,1011.1,*****,985.8,***,***,*****,*****,*****,*****,26
028450,99999,201705110820,010,10,***,30,***,*,*,*,6.2,85,**,**,**,**,**,**,**,*,28,18,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201705110850,010,11,***,33,***,*,*,*,6.2,85,**,**,**,**,**,**,**,*,28,18,******,29.80,******,***,***,*****,*****,*****,*****,**
